elec_date,county_name,entity_description,race_number,race_description,race_party,tot_race_prec,race_prec_reporting,cand_number,cand_name,cand_party,cand_absmail_votes,cand_early_votes,cand_elecday_votes,cand_tot_votes
11/06/2018,BLAINE,"FEDERAL, STATE AND COUNTY",30002,STATE QUESTION NO. 793 INITIATIVE PETITION NO. 415,,9,9,2,AGAINST THE PROPOSAL - NO,,54,127,1316,1497
11/06/2018,BLAINE,"FEDERAL, STATE AND COUNTY",30003,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,,9,9,1,FOR THE PROPOSAL - YES,,89,178,2116,2383
11/06/2018,BLAINE,"FEDERAL, STATE AND COUNTY",30003,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,,9,9,2,AGAINST THE PROPOSAL - NO,,26,40,454,520
11/06/2018,BLAINE,"FEDERAL, STATE AND COUNTY",30004,STATE QUESTION NO. 798 LEGISLATIVE REFERENDUM NO. 372,,9,9,1,FOR THE PROPOSAL - YES,,52,78,1166,1296
11/06/2018,BLAINE,"FEDERAL, STATE AND COUNTY",30004,STATE QUESTION NO. 798 LEGISLATIVE REFERENDUM NO. 372,,9,9,2,AGAINST THE PROPOSAL - NO,,64,141,1376,1581
11/06/2018,BLAINE,"FEDERAL, STATE AND COUNTY",30005,STATE QUESTION NO. 800 LEGISLATIVE REFERENDUM NO. 373,,9,9,1,FOR THE PROPOSAL - YES,,49,98,994,1141
11/06/2018,BLAINE,"FEDERAL, STATE AND COUNTY",30005,STATE QUESTION NO. 800 LEGISLATIVE REFERENDUM NO. 373,,9,9,2,AGAINST THE PROPOSAL - NO,,65,122,1539,1726
11/06/2018,BLAINE,"FEDERAL, STATE AND COUNTY",30006,STATE QUESTION NO. 801 LEGISLATIVE REFERENDUM NO. 374,,9,9,1,FOR THE PROPOSAL - YES,,44,78,1111,1233
11/06/2018,BLAINE,"FEDERAL, STATE AND COUNTY",30006,STATE QUESTION NO. 801 LEGISLATIVE REFERENDUM NO. 374,,9,9,2,AGAINST THE PROPOSAL - NO,,71,141,1439,1651
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",10001,FOR GOVERNOR,,22,22,1,CHRIS POWELL,LIB,7,23,271,301
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",10001,FOR GOVERNOR,,22,22,2,KEVIN STITT,REP,184,713,6386,7283
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",10001,FOR GOVERNOR,,22,22,3,DREW EDMONDSON,DEM,156,342,3240,3738
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",10002,FOR LIEUTENANT GOVERNOR,,22,22,1,MATT PINNELL,REP,192,762,6858,7812
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",10002,FOR LIEUTENANT GOVERNOR,,22,22,2,ANASTASIA A. PITTMAN,DEM,142,291,2653,3086
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",10002,FOR LIEUTENANT GOVERNOR,,22,22,3,IVAN HOLMES,IND,9,16,308,333
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",10003,FOR STATE AUDITOR AND INSPECTOR,,22,22,1,JOHN YEUTTER,LIB,74,143,1589,1806
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",10003,FOR STATE AUDITOR AND INSPECTOR,,22,22,2,CINDY BYRD,REP,219,828,7569,8616
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",10004,FOR ATTORNEY GENERAL,,22,22,1,MIKE HUNTER,REP,207,788,7015,8010
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",10004,FOR ATTORNEY GENERAL,,22,22,2,MARK MYLES,DEM,141,281,2771,3193
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",10005,FOR STATE TREASURER,,22,22,1,RANDY McDANIEL,REP,203,815,7411,8429
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",10005,FOR STATE TREASURER,,22,22,2,CHARLES de COUNE,IND,88,160,1710,1958
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",10006,FOR SUPERINTENDENT OF PUBLIC INSTRUCTION,,22,22,1,JOY HOFMEISTER,REP,187,752,6524,7463
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",10006,FOR SUPERINTENDENT OF PUBLIC INSTRUCTION,,22,22,2,JOHN COX,DEM,145,282,2625,3052
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",10006,FOR SUPERINTENDENT OF PUBLIC INSTRUCTION,,22,22,3,LARRY HUFF,IND,12,35,648,695
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",10007,FOR COMMISSIONER OF LABOR,,22,22,1,LESLIE OSBORN,REP,198,738,6651,7587
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",10007,FOR COMMISSIONER OF LABOR,,22,22,2,FRED DORRELL,DEM,137,283,2657,3077
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",10007,FOR COMMISSIONER OF LABOR,,22,22,3,BRANDT DISMUKES,IND,9,36,417,462
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",10008,FOR INSURANCE COMMISSIONER,,22,22,1,GLEN MULREADY,REP,192,759,6768,7719
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",10008,FOR INSURANCE COMMISSIONER,,22,22,2,KIMBERLY FOBBS,DEM,151,306,2970,3427
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",10009,FOR CORPORATION COMMISSIONER,,22,22,1,BOB ANTHONY,REP,199,742,6572,7513
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",10009,FOR CORPORATION COMMISSIONER,,22,22,2,ASHLEY NICOLE McCRAY,DEM,131,292,2706,3129
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",10009,FOR CORPORATION COMMISSIONER,,22,22,3,JACKIE SHORT,IND,11,32,472,515
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",10011,FOR UNITED STATES REPRESENTATIVE DISTRICT 02,,22,22,1,RICHARD CASTALDO,LIB,5,14,194,213
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",10011,FOR UNITED STATES REPRESENTATIVE DISTRICT 02,,22,22,2,MARKWAYNE MULLIN,REP,188,764,6741,7693
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",10011,FOR UNITED STATES REPRESENTATIVE DISTRICT 02,,22,22,3,JASON NICHOLS,DEM,146,285,2664,3095
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",10011,FOR UNITED STATES REPRESENTATIVE DISTRICT 02,,22,22,4,JOHN FOREMAN,IND,7,14,263,284
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",10017,FOR STATE SENATOR DISTRICT 6,,22,22,1,DAVID BULLARD,REP,185,711,6135,7031
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",10017,FOR STATE SENATOR DISTRICT 6,,22,22,2,ARNOLD BOURNE,DEM,162,366,3727,4255
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",10057,FOR STATE REPRESENTATIVE DISTRICT 19,,5,5,1,JUSTIN J.J. HUMPHREY,REP,25,62,965,1052
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",10057,FOR STATE REPRESENTATIVE DISTRICT 19,,5,5,2,LEWIS COLLINS,DEM,8,26,370,404
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",10173,FOR COUNTY ASSESSOR,,22,22,1,MIKE HULL,REP,195,709,6262,7166
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",10173,FOR COUNTY ASSESSOR,,22,22,2,RICKY D. NIX,DEM,149,365,3536,4050
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",10327,FOR COUNTY COMMISSIONER DISTRICT NO. 1,,7,7,1,RON BOYER,REP,101,358,2565,3024
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",10327,FOR COUNTY COMMISSIONER DISTRICT NO. 1,,7,7,2,KEVIN CARTER,DEM,52,135,1504,1691
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",10404,FOR COUNTY COMMISSIONER DISTRICT NO. 3,,7,7,1,JAY PERRY,REP,51,167,1638,1856
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",10404,FOR COUNTY COMMISSIONER DISTRICT NO. 3,,7,7,2,TRAVIS McINTYRE,DEM,38,101,1054,1193
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",20002,SUPREME COURT DISTRICT 2 - PATRICK WYRICK,,22,22,1,YES,,164,573,5762,6499
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",20002,SUPREME COURT DISTRICT 2 - PATRICK WYRICK,,22,22,2,NO,,124,280,2613,3017
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",20003,SUPREME COURT DISTRICT 3 - NOMA D. GURICH,,22,22,1,YES,,177,496,5166,5839
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",20003,SUPREME COURT DISTRICT 3 - NOMA D. GURICH,,22,22,2,NO,,112,354,3150,3616
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",20004,SUPREME COURT DISTRICT 4 - YVONNE KAUGER,,22,22,1,YES,,168,485,5115,5768
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",20004,SUPREME COURT DISTRICT 4 - YVONNE KAUGER,,22,22,2,NO,,120,359,3179,3658
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",20007,SUPREME COURT DISTRICT 7 - JAMES E. EDMONDSON,,22,22,1,YES,,162,469,5069,5700
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",20007,SUPREME COURT DISTRICT 7 - JAMES E. EDMONDSON,,22,22,2,NO,,124,372,3237,3733
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",20010,COURT OF CRIMINAL APPEALS DISTRICT 1 - DANA KUEHN,,22,22,1,YES,,172,547,5471,6190
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",20010,COURT OF CRIMINAL APPEALS DISTRICT 1 - DANA KUEHN,,22,22,2,NO,,112,299,2800,3211
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",20013,COURT OF CRIMINAL APPEALS DISTRICT 4 - SCOTT ROWLAND,,22,22,1,YES,,166,539,5544,6249
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",20013,COURT OF CRIMINAL APPEALS DISTRICT 4 - SCOTT ROWLAND,,22,22,2,NO,,118,297,2707,3122
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",20014,COURT OF CRIMINAL APPEALS DISTRICT 5 - DAVID B. LEWIS,,22,22,1,YES,,185,508,5378,6071
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",20014,COURT OF CRIMINAL APPEALS DISTRICT 5 - DAVID B. LEWIS,,22,22,2,NO,,98,332,2872,3302
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",20021,COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 1 - BARBARA GREEN SWINTON,,22,22,1,YES,,168,519,5302,5989
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",20021,COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 1 - BARBARA GREEN SWINTON,,22,22,2,NO,,115,319,2945,3379
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",20023,COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1 - KENNETH L. BUETTNER,,22,22,1,YES,,163,520,5310,5993
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",20023,COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1 - KENNETH L. BUETTNER,,22,22,2,NO,,116,314,2903,3333
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",20024,COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2 - ROBERT BOBBY BELL,,22,22,1,YES,,172,474,5232,5878
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",20024,COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2 - ROBERT BOBBY BELL,,22,22,2,NO,,110,358,2978,3446
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1 - E. BAY MITCHELL, III",,22,22,1,YES,,158,513,5225,5896
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1 - E. BAY MITCHELL, III",,22,22,2,NO,,121,319,3003,3443
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",20026,COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2 - BRIAN JACK GOREE,,22,22,1,YES,,160,505,5177,5842
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",20026,COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2 - BRIAN JACK GOREE,,22,22,2,NO,,125,327,3007,3459
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",30002,STATE QUESTION NO. 793 INITIATIVE PETITION NO. 415,,22,22,1,FOR THE PROPOSAL - YES,,193,576,5251,6020
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",30002,STATE QUESTION NO. 793 INITIATIVE PETITION NO. 415,,22,22,2,AGAINST THE PROPOSAL - NO,,140,481,4430,5051
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",30003,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,,22,22,1,FOR THE PROPOSAL - YES,,249,804,7519,8572
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",30003,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,,22,22,2,AGAINST THE PROPOSAL - NO,,83,244,2097,2424
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",30004,STATE QUESTION NO. 798 LEGISLATIVE REFERENDUM NO. 372,,22,22,1,FOR THE PROPOSAL - YES,,155,482,4272,4909
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",30004,STATE QUESTION NO. 798 LEGISLATIVE REFERENDUM NO. 372,,22,22,2,AGAINST THE PROPOSAL - NO,,175,550,5235,5960
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",30005,STATE QUESTION NO. 800 LEGISLATIVE REFERENDUM NO. 373,,22,22,1,FOR THE PROPOSAL - YES,,131,431,3597,4159
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",30005,STATE QUESTION NO. 800 LEGISLATIVE REFERENDUM NO. 373,,22,22,2,AGAINST THE PROPOSAL - NO,,189,580,5816,6585
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",30006,STATE QUESTION NO. 801 LEGISLATIVE REFERENDUM NO. 374,,22,22,1,FOR THE PROPOSAL - YES,,162,474,4268,4904
11/06/2018,BRYAN,"FEDERAL, STATE AND COUNTY",30006,STATE QUESTION NO. 801 LEGISLATIVE REFERENDUM NO. 374,,22,22,2,AGAINST THE PROPOSAL - NO,,168,555,5283,6006
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",10001,FOR GOVERNOR,,20,20,1,CHRIS POWELL,LIB,6,19,246,271
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",10001,FOR GOVERNOR,,20,20,2,KEVIN STITT,REP,125,212,3709,4046
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",10001,FOR GOVERNOR,,20,20,3,DREW EDMONDSON,DEM,92,170,2780,3042
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",10002,FOR LIEUTENANT GOVERNOR,,20,20,1,MATT PINNELL,REP,142,264,4207,4613
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",10002,FOR LIEUTENANT GOVERNOR,,20,20,2,ANASTASIA A. PITTMAN,DEM,71,124,2251,2446
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",10002,FOR LIEUTENANT GOVERNOR,,20,20,3,IVAN HOLMES,IND,10,14,248,272
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",10003,FOR STATE AUDITOR AND INSPECTOR,,20,20,1,JOHN YEUTTER,LIB,36,84,1512,1632
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",10003,FOR STATE AUDITOR AND INSPECTOR,,20,20,2,CINDY BYRD,REP,168,294,4769,5231
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",10004,FOR ATTORNEY GENERAL,,20,20,1,MIKE HUNTER,REP,143,244,4317,4704
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",10004,FOR ATTORNEY GENERAL,,20,20,2,MARK MYLES,DEM,80,155,2368,2603
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",10005,FOR STATE TREASURER,,20,20,1,RANDY McDANIEL,REP,156,292,4711,5159
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",10005,FOR STATE TREASURER,,20,20,2,CHARLES de COUNE,IND,45,85,1554,1684
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",10006,FOR SUPERINTENDENT OF PUBLIC INSTRUCTION,,20,20,1,JOY HOFMEISTER,REP,131,249,3839,4219
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",10006,FOR SUPERINTENDENT OF PUBLIC INSTRUCTION,,20,20,2,JOHN COX,DEM,74,133,2320,2527
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",10006,FOR SUPERINTENDENT OF PUBLIC INSTRUCTION,,20,20,3,LARRY HUFF,IND,17,20,530,567
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",10007,FOR COMMISSIONER OF LABOR,,20,20,1,LESLIE OSBORN,REP,152,261,4054,4467
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",10007,FOR COMMISSIONER OF LABOR,,20,20,2,FRED DORRELL,DEM,66,123,2310,2499
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",10007,FOR COMMISSIONER OF LABOR,,20,20,3,BRANDT DISMUKES,IND,4,12,273,289
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",10008,FOR INSURANCE COMMISSIONER,,20,20,1,GLEN MULREADY,REP,146,238,4067,4451
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",10008,FOR INSURANCE COMMISSIONER,,20,20,2,KIMBERLY FOBBS,DEM,72,160,2568,2800
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",10009,FOR CORPORATION COMMISSIONER,,20,20,1,BOB ANTHONY,REP,136,241,3977,4354
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",10009,FOR CORPORATION COMMISSIONER,,20,20,2,ASHLEY NICOLE McCRAY,DEM,75,146,2349,2570
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",10009,FOR CORPORATION COMMISSIONER,,20,20,3,JACKIE SHORT,IND,14,13,354,381
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",10012,FOR UNITED STATES REPRESENTATIVE DISTRICT 03,,20,20,1,FRANK D. LUCAS,REP,161,274,4584,5019
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",10012,FOR UNITED STATES REPRESENTATIVE DISTRICT 03,,20,20,2,FRANKIE ROBBINS,DEM,63,126,2118,2307
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",10094,FOR STATE REPRESENTATIVE DISTRICT 56,,12,12,1,CHARLES WELLS,REP,32,98,1023,1153
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",10094,FOR STATE REPRESENTATIVE DISTRICT 56,,12,12,2,DAVID PERRYMAN,DEM,62,211,2342,2615
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",10103,FOR STATE REPRESENTATIVE DISTRICT 65,,3,3,1,TONI HASENBECK,REP,20,28,649,697
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",10103,FOR STATE REPRESENTATIVE DISTRICT 65,,3,3,2,BRANDON R. THOMPSON,DEM,18,34,781,833
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",10174,FOR COUNTY ASSESSOR,,20,20,1,BELITA JO LEE BYRD,REP,97,167,3018,3282
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",10174,FOR COUNTY ASSESSOR,,20,20,2,EDWARD WHITWORTH,DEM,125,228,3653,4006
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",20002,SUPREME COURT DISTRICT 2 - PATRICK WYRICK,,20,20,1,YES,,131,244,3837,4212
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",20002,SUPREME COURT DISTRICT 2 - PATRICK WYRICK,,20,20,2,NO,,68,130,2270,2468
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",20003,SUPREME COURT DISTRICT 3 - NOMA D. GURICH,,20,20,1,YES,,131,240,3721,4092
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",20003,SUPREME COURT DISTRICT 3 - NOMA D. GURICH,,20,20,2,NO,,68,134,2361,2563
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",20004,SUPREME COURT DISTRICT 4 - YVONNE KAUGER,,20,20,1,YES,,130,239,3847,4216
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",20004,SUPREME COURT DISTRICT 4 - YVONNE KAUGER,,20,20,2,NO,,70,135,2265,2470
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",20007,SUPREME COURT DISTRICT 7 - JAMES E. EDMONDSON,,20,20,1,YES,,121,238,3749,4108
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",20007,SUPREME COURT DISTRICT 7 - JAMES E. EDMONDSON,,20,20,2,NO,,80,138,2367,2585
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",20010,COURT OF CRIMINAL APPEALS DISTRICT 1 - DANA KUEHN,,20,20,1,YES,,131,244,3861,4236
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",20010,COURT OF CRIMINAL APPEALS DISTRICT 1 - DANA KUEHN,,20,20,2,NO,,69,129,2229,2427
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",20013,COURT OF CRIMINAL APPEALS DISTRICT 4 - SCOTT ROWLAND,,20,20,1,YES,,133,241,3797,4171
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",20013,COURT OF CRIMINAL APPEALS DISTRICT 4 - SCOTT ROWLAND,,20,20,2,NO,,66,132,2265,2463
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",20014,COURT OF CRIMINAL APPEALS DISTRICT 5 - DAVID B. LEWIS,,20,20,1,YES,,128,235,3785,4148
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",20014,COURT OF CRIMINAL APPEALS DISTRICT 5 - DAVID B. LEWIS,,20,20,2,NO,,71,136,2274,2481
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",20021,COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 1 - BARBARA GREEN SWINTON,,20,20,1,YES,,134,241,3823,4198
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",20021,COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 1 - BARBARA GREEN SWINTON,,20,20,2,NO,,66,130,2233,2429
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",20023,COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1 - KENNETH L. BUETTNER,,20,20,1,YES,,130,237,3747,4114
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",20023,COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1 - KENNETH L. BUETTNER,,20,20,2,NO,,68,133,2293,2494
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",20024,COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2 - ROBERT BOBBY BELL,,20,20,1,YES,,121,241,3749,4111
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",20024,COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2 - ROBERT BOBBY BELL,,20,20,2,NO,,75,130,2287,2492
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1 - E. BAY MITCHELL, III",,20,20,1,YES,,133,235,3698,4066
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1 - E. BAY MITCHELL, III",,20,20,2,NO,,64,135,2337,2536
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",20026,COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2 - BRIAN JACK GOREE,,20,20,1,YES,,129,237,3704,4070
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",20026,COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2 - BRIAN JACK GOREE,,20,20,2,NO,,67,135,2339,2541
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",30002,STATE QUESTION NO. 793 INITIATIVE PETITION NO. 415,,20,20,1,FOR THE PROPOSAL - YES,,112,179,3172,3463
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",30002,STATE QUESTION NO. 793 INITIATIVE PETITION NO. 415,,20,20,2,AGAINST THE PROPOSAL - NO,,108,217,3441,3766
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",30003,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,,20,20,1,FOR THE PROPOSAL - YES,,176,293,5280,5749
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",30003,STATE QUESTION NO. 794 LEGISLATIVE REFERENDUM NO. 371,,20,20,2,AGAINST THE PROPOSAL - NO,,43,103,1300,1446
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",30004,STATE QUESTION NO. 798 LEGISLATIVE REFERENDUM NO. 372,,20,20,1,FOR THE PROPOSAL - YES,,100,178,2878,3156
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",30004,STATE QUESTION NO. 798 LEGISLATIVE REFERENDUM NO. 372,,20,20,2,AGAINST THE PROPOSAL - NO,,118,215,3655,3988
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",30005,STATE QUESTION NO. 800 LEGISLATIVE REFERENDUM NO. 373,,20,20,1,FOR THE PROPOSAL - YES,,88,154,2640,2882
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",30005,STATE QUESTION NO. 800 LEGISLATIVE REFERENDUM NO. 373,,20,20,2,AGAINST THE PROPOSAL - NO,,124,241,3889,4254
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",30006,STATE QUESTION NO. 801 LEGISLATIVE REFERENDUM NO. 374,,20,20,1,FOR THE PROPOSAL - YES,,85,143,3041,3269
11/06/2018,CADDO,"FEDERAL, STATE AND COUNTY",30006,STATE QUESTION NO. 801 LEGISLATIVE REFERENDUM NO. 374,,20,20,2,AGAINST THE PROPOSAL - NO,,132,250,3529,3911
11/06/2018,CADDO,TOWN OF CYRIL,40801,PROPOSITION  TOWN OF CYRIL,,1,1,1,FOR THE PROPOSITION - YES,,4,2,116,122
11/06/2018,CADDO,TOWN OF CYRIL,40801,PROPOSITION  TOWN OF CYRIL,,1,1,2,AGAINST THE PROPOSITION - NO,,1,1,132,134
11/06/2018,CANADIAN,"FEDERAL, STATE AND COUNTY",10001,FOR GOVERNOR,,50,50,1,CHRIS POWELL,LIB,115,68,1613,1796
11/06/2018,CANADIAN,"FEDERAL, STATE AND COUNTY",10001,FOR GOVERNOR,,50,50,2,KEVIN STITT,REP,1879,1411,24107,27397
11/06/2018,CANADIAN,"FEDERAL, STATE AND COUNTY",10001,FOR GOVERNOR,,50,50,3,DREW EDMONDSON,DEM,1369,995,14365,16729
